"artist_uri","object_uri","title","image_url","birth_date","death_date","made","dim","nationality_URI","nationality","artist_appellation_uri","artist","prov"
"","","Los Caprichos: It Is Nicely Stretched,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.17.G","","","1799","plate: 25 x 15 cm. (9 13/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: It Is Nicely Stretched,","http://images.nortonsimon.org/viewer/index.php?id=F.1971.1.1.G","","","c. 1798","plate: 25 x 15 cm. (9 13/16 x 5 7/8 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Los Caprichos: It Is Better to Be Lazy,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.73.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: It Is Nicely Stretched,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.17.G","","","1799","plate: 25 x 15 cm. (9 13/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Study After Ludovico Carracci: Transporting the Body of the Holy Virgin (from the Piacenza Cathedral),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.068.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Ludovico Carracci: Two Groups of Caryatids (from the Cloister of San Michele, Bosco),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.045.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Los Caprichos: It Is Better to Be Lazy,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.73.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Study After Ludovico Carracci: The Flagellation of Christ (from Certosa),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.139.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Ludovico Carracci: The Flagellation of Christ (from Certosa),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.049.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Ludovico Carracci: Hercules and Jupiter Wrestling (from the Palazzo Sampieri),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.052.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Ludovico Carracci: Prophets Isaiah and David (from the Cathedral),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.072.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Ludovico Carracci: Group of Three Seated Women (from the Cloister of San Michele in Bosco),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.046.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Giovanni Battista Tiepolo: Immaculate Conception (from the Aracoeli),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.087.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Los Caprichos: Look How Solemn They Are!,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.63.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","The Disasters of War: The Women Give Courage,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.04.G","","","1814-20","plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 21.9 x 31.9 cm. (8 5/8 x 12 9/16 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: The Same Elsewhere,","http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.23.G","","","1863","plate: 16 x 24 cm. (6 5/16 x 9 7/16 in); sheet: 25 x 34.3 cm. (9 13/16 x 13 1/2 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: The Same Elsewhere,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.23.G","","","1814-20","plate: 16 x 24 cm. (6 5/16 x 9 7/16 in); sheet: 21.8 x 32 cm. (8 9/16 x 12 5/8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: The Same,","http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.03.G","","","1863","plate: 16 x 22 cm. (6 5/16 x 8 11/16 in); sheet: 24.8 x 34.3 cm. (9 3/4 x 13 1/2 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: No One Has Seen Us,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.79.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: No One Has Seen Us,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.79.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Los Caprichos: Neither More Nor Less,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.41.G","","","1799","plate: 20 x 15 cm. (7 7/8 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Los Caprichos: Neither More Nor Less,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.41.G","","","1799","plate: 20 x 15 cm. (7 7/8 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: Nanny's Boy,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.04.G","","","1799","plate: 20.5 x 15 cm. (8 1/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: Nanny's Boy,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.04.G","","","1799","plate: 20.5 x 15 cm. (8 1/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Los Caprichos: Might Not the Pupil Know More?,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.37.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: Might Not the Pupil Know More?,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.37.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Study After Ludovico Carracci: Birth of the Virgin (from Palazzo Vescovile); Study After Cammillo Procaccini: Assumption of the Virgin (from the Cathedral),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.070a-b.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Ludovico Carracci: Angels (from the Choir Vault of the Piacenza Cathedral),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.069.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Giovanni Battista Tiepolo: St. Anne Teaching the Virgin to Read (from Santa Maria della Fava),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.113.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Luca Giordano: Triumph of Prudence (from the Palazzo Medici Riccardi),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.031.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Ludovico Carracci: Angels (from the Choir Vault of the Cathedral),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.071.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","The Disasters of War: The Same,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.03.G","","","1814-20","plate: 16 x 22 cm. (6 5/16 x 8 11/16 in); sheet: 22 x 31.1 cm. (8 11/16 x 12 1/4 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: The Healthy and the Sick,","http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.57.G","","","1863","plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 24.8 x 34.3 cm. (9 3/4 x 13 1/2 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: The Consequences,","http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.72.G","","","1863","plate: 17.5 x 22 cm. (6 7/8 x 8 11/16 in); sheet: 24.8 x 34.3 cm. (9 3/4 x 13 1/2 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: The Healthy and the Sick,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.57.G","","","1814-20","plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 22.2 x 31.7 cm. (8 3/4 x 12 1/2 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: Nobody Knows Himself,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.06.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 38.1 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","The Disasters of War: The Carnivorous Vulture,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.76.G","","","1814-20","plate: 17.5 x 22 cm. (6 7/8 x 8 11/16 in); sheet: 22.2 x 32 cm. (8 3/4 x 12 5/8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: The Consequences,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.72.G","","","1814-20","plate: 17.5 x 22 cm. (6 7/8 x 8 11/16 in); sheet: 22.2 x 31.7 cm. (8 3/4 x 12 1/2 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: The Carnivorous Vulture,","http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.76.G","","","1863","plate: 17.5 x 22 cm. (6 7/8 x 8 11/16 in); sheet: 24.8 x 34.3 cm. (9 3/4 x 13 1/2 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: The Beds of Death,","http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.62.G","","","1863","plate: 17.5 x 22 cm. (6 7/8 x 8 11/16 in); sheet: 24.8 x 34.2 cm. (9 3/4 x 13 7/16 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: That's Tough!,","http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.31.G","","","1863","plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 13.8 x 18.8 cm. (5 7/16 x 7 3/8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: The Beds of Death,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.62.G","","","1814-20","plate: 17.5 x 22 cm. (6 7/8 x 8 11/16 in); sheet: 21.9 x 31.2 cm. (8 5/8 x 12 5/16 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: That's Tough!,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.31.G","","","1814-20","plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 22.1 x 32.1 cm. (8 11/16 x 12 5/8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Study After Luca Giordano: Triumph of Neptune (from the Palazzo Medici Riccardi),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.029.D","","","1760-61","sheet:  13 x 17-3/4 in. (33.0 x 45.1 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study after Giovanni Battista Tiepolo: St. Fidelus of Sigmaringen Overthrowing Heresey (from Church of the Capucines),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.063.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Luca Giordano: Triumph of Justice (from the Palazzo Medici Riccardi),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.032.D","","","1760-61","overall: 11 3/8 in x 8 1/4 in","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Luca Giordano: Triumph of Jupiter (from the Palazzo Medici Riccardi),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.030.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","The Disasters of War: That Is the Worst of It!,","http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.74.G","","","1863","plate: 18 x 22 cm. (7 1/16 x 8 11/16 in); sheet: 24.8 x 34.3 cm. (9 3/4 x 13 1/2 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Study After Luca Giordano: The Madonna of the Rosary (from the Santo Spirito),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.006.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Luca Giordano: The Birth of the Virgin (from Santa Maria della Salute),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.098.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Luca Giordano: Rape of the Sabines (from the Vecchia Collection),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.081.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Luca Giordano: Massacre of the Innocents (from the Vecchia Collection),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.082.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Los Caprichos: Nobody Knows Himself,","http://images.nortonsimon.org/viewer/index.php?id=F.1973.14.02.01.G","","","c. 1798","plate: 20 x 15 cm. (7 7/8 x 5 7/8 in); sheet: 31.7 x 22.3 cm. (12 1/2 x 8 3/4 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Study After Luca Giordano: Martyrdom of St. Placide and His Companions (from the Basilica of Santa Giustina),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.091.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Los Caprichos: Love and Death,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.10.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: Love and Death,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.10.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Los Caprichos: Look How Solemn They Are!,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.63.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Study after Giovanni Battista Tiepolo: The Banquet of Cleopatra (from the Vecchia Collection),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.084.D","","","1760-61","13 x 17-3/4 in. (33.0 x 45.1 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","The Disasters of War: Thanks to the Millet,","http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.51.G","","","1863","plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 24.8 x 34.3 cm. (9 3/4 x 13 1/2 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: That is the Worst of it!,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.74.G","","","1814-20","plate: 18 x 22 cm. (7 1/16 x 8 11/16 in); sheet: 22.2 x 31.8 cm. (8 3/4 x 12 1/2 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: Thanks to the Millet,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.51.G","","","1814-20","plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 22 x 32.4 cm. (8 11/16 x 12 3/4 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: Strange Devotion!,","http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.66.G","","","1863","plate: 17.5 x 22 cm. (6 7/8 x 8 11/16 in); sheet: 15.1 x 19.6 cm. (5 15/16 x 7 11/16 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: Strange Devotion!,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.66.G","","","1814-20","plate: 17.5 x 22 cm. (6 7/8 x 8 11/16 in); sheet: 22.1 x 32.2 cm. (8 11/16 x 12 11/16 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: Sad Forebodings of What is Going to Happen,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.01.G","","","1814-20","plate: 17.5 x 22 cm. (6 7/8 x 8 11/16 in); sheet: 21.9 x 12 1/4 cm. (8 5/8 x 31.115 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: Sad Forebodings of What Is Going to Happen,","http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.01.G","","","1863","plate: 17.5 x 22 cm. (6 7/8 x 8 11/16 in); sheet: 24.8 x 34.3 cm. (9 3/4 x 13 1/2 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Study After Luca Giordano: Birth of the Virgin (from the Church of the Holy Apostles),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.007.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","The Disasters of War: Rightly or Wrongly,","http://images.nortonsimon.org/viewer/index.php?id=M.1978.02.2.02.G","","","1863","plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 24.8 x 34.3 cm. (9 3/4 x 13 1/2 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","The Disasters of War: Rightly or Wrongly,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.18.1.02.G","","","1814-20","plate: 15.5 x 20.5 cm. (6 1/8 x 8 1/16 in); sheet: 22.2 x 32 cm. (8 3/4 x 12 5/8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: Nobody Knows Himself,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.06.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Study After Luca Giordano: Barque of Caron (detail from the Medicis Amid the Olympian Gods, Palazzo Medici Riccardi),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.034.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Los Caprichos: Poor Little Girls!,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.22.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: Poor Little Girls!,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.22.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Los Caprichos: Pretty Teacher!,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.68.G","","","1799","plate: 21 x 15 cm. (8 1/4 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Study After Giovanni Battista Tiepolo: The Meeting of Anthony and Cleopatra,","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.083.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Los Caprichos: Out Hunting for Teeth,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.12.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: Out Hunting for Teeth,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.12.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Los Caprichos: Of What Ill Will He Die?,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.40.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Los Caprichos: Of What Ill Will He Die?,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.40.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Los Caprichos: Nothing Could Be Done About It,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.04.1.24.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 27.6 x 20.3 cm. (10 7/8 x 8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Study After Lionello Spada: Joseph and Potiphar's Wife (from the Palazzo Ducale),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.055.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Los Caprichos: Nothing Could Be Done About It,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.04.24.G","","","1799","plate: 21.5 x 15 cm. (8 7/16 x 5 7/8 in); sheet: 28.8 x 20.5 cm. (11 5/16 x 8 1/16 in)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","Study After Lieven Mehus: Sacrifice of Abraham (from the Collection of Granduca),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.041.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Lieven Mehus: Nativity (from the Pitti Palace),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.042.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Laurent Guiard: Caricatures,","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.023.D","","","1760-61","sheet:  17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Jusepe de Ribera: The Good Samaritan (from the Palazzo Ranuzzi),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.051.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Jusepe de Ribera: St. Luke Surrounded by Angels (from the Church of the Holy Apostles); Study After Jusepe de Ribera: Prophets (from the Church of Certosa di San Martino),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.020a-b.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Jusepe de Ribera: Pieta (from the Certosa di San Martino),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.011.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study After Johann Liss: Sacrifice of Abraham (from the Pitti Palace),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.040.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
"","","Study after Jacopo Bassano: The Descent from the Cross (from Santa Maria, Vanzo),","http://images.nortonsimon.org/viewer/index.php?id=F.1970.03.090.D","","","1760-61","17-3/4 x 13 in. (45.1 x 33.0 cm)","","French","","Jean-Honoré Fragonard","The Norton Simon Foundation"
