" name"," foot"," position"," height"
" Willian"," Right"," M"," 176"
" Fransérgio"," Right"," M"," 186"
" David Amoo"," Right"," A"," 178"
" John Marquis"," Right"," A"," 185"
" Tom Cairney"," Left"," M"," 183"
" Jabo Ibehre"," Right"," A"," 194"
" Gary Taylor-Fletcher"," Right"," A"," 183"
" Lukas Schmitz"," Left"," D"," 184"
" Mirkan Aydin"," Right"," A"," 188"
" Adriano Grimaldi"," Right"," A"," 188"
" Marco Faraoni"," Right"," D"," 180"
" James Marcelin"," Right"," M"," 188"
" Jóan Símun Edmundsson"," Right"," M"," 182"
" Chaher Zarour"," Right"," D"," 188"
" David Myrie"," Right"," D"," 185"
" Bryan Leyva"," Right"," M"," 168"
" Nika Piliev"," Right"," M"," 176"
" Fabien Farnolle"," Right"," GK"," 196"
" Mickaël Firmin"," Right"," M"," 178"
" Jeffrey Bruma"," Right"," D"," 185"
" Billy Jones"," Left"," D"," 185"
" Nizar Khalfan"," Right"," M"," 172"
" Glenn Morris"," Right"," GK"," 183"
" Jayden Stockley"," Right"," A"," 188"
" James Tavernier"," Right"," D"," 181"
" Conor McLaughlin"," Right"," D"," 184"
" Jamie Proctor"," Right"," A"," 188"
" Vagif Javadov"," Right"," A"," 183"
" Emmanuel Mendy"," Right"," D"," 171"
" Alfreð Finnbogason"," Right"," A"," 184"
" Lee Bullock"," Right"," M"," 183"
" Joel"," Right"," GK"," 193"
" Charlie Austin"," Right"," A"," 188"
" Eugen Gopko"," Right"," D"," 168"
" Baena"," Right"," M"," 183"
" Cheick Doukouré"," Right"," M"," 181"
" Marco Estrada"," Left"," M"," 178"
" Lee Woon Jae"," Right"," GK"," 182"
" Danny Ings"," Right"," A"," 178"
" Paul Pogba"," Right"," M"," 180"
" Mauricio Saucedo"," Left"," A"," 188"
" Hyun Jun Suk"," Right"," A"," 191"
" Quincy Antipas"," Right"," A"," 168"
" Jackson Martínez"," Right"," A"," 185"
" Giovanni Moreno"," Left"," M"," 190"
" Teófilo Gutiérrez"," Right"," A"," 175"
" Dieter Dekelver"," Right"," A"," 181"
" Marcel Titsch-Rivero"," Left"," M"," 182"
" Chris Hussey"," Left"," D"," 180"
" Enzo Pérez"," Right"," M"," 177"
" Luis Alberto Ramírez"," Right"," M"," 181"
" Ladislas Douniama"," Right"," A"," 163"
" Brou Benjamin Angoua"," Right"," D"," 183"
" Ramiro Corrales"," Left"," D"," 182"
" Eliandro"," Right"," A"," 180"
" Samuel Yeboah"," Right"," A"," 178"
" Rahim Ayew"," Right"," M"," 178"
" Ritchie Humphreys"," Left"," M"," 178"
" Simone Verdi"," Right"," M"," 171"
" Marlon Pack"," Right"," M"," 182"
" Lennard Anjetey Sowah"," Left"," D"," 180"
" Ignasi Miquel"," Left"," D"," 193"
" Alex Tchuimeni-Nimely"," Right"," A"," 180"
" Iñigo Pérez"," Left"," M"," 178"
" Emilio Izaguirre"," Left"," D"," 177"
" Adam Boyd"," Right"," A"," 175"
" Jake Bidwell"," Left"," D"," 183"
" Aristote Nsiala"," Right"," D"," 193"
" Nathan Cameron"," Right"," D"," 188"
" Callum Wilson"," Right"," A"," 180"
" Antony Sweeney"," Right"," M"," 185"
" Je-Vaughn Watson"," Left"," M"," 190"
" Joel Matip"," Right"," M"," 193"
" Jonas Acquistapace"," Right"," D"," 190"
" Adrien Regattin"," Right"," M"," 166"
" Daniel Caligiuri"," Right"," M"," 182"
" Daniel Kofi Agyei"," Right"," M"," 178"
" Giannis Fetfatzidis"," Left"," M"," 167"
" Marcus Piossek"," Right"," M"," 176"
" Luis Gil"," Right"," M"," 173"
" Jack McInerney"," Right"," A"," 175"
" Juan Agudelo"," Right"," A"," 185"
" Dejan Lazarevic"," Right"," A"," 177"
" Khalid Sekkat"," Left"," D"," 178"
" Baba Tchagouni"," Right"," GK"," 186"
" Nicolás Lodeiro"," Left"," M"," 173"
" Sören Bertram"," Left"," M"," 180"
" Maxime Bourgeois"," Left"," M"," 183"
" Khouma Babacar"," Right"," A"," 191"
" Ibrahima"," Right"," A"," 187"
" Lucas Porcar"," Right"," M"," 183"
" Liam Lawrence"," Right"," M"," 180"
" Kevin Pannewitz"," Right"," M"," 183"
" Mohamed El-Gabbas"," Right"," A"," 181"
" Sergey Krivets"," Right"," M"," 177"
" Clemens Fandrich"," Right"," M"," 177"
" Felix Wiedwald"," Right"," GK"," 190"
" David Alaba"," Left"," M"," 180"
" Liam Burns"," Right"," D"," 185"
" Idriss Saadi"," Right"," A"," 186"
" Mark van Bommel"," Right"," M"," 187"
" Sebastián Coates"," Right"," D"," 196"
" Ali Ahamada"," Right"," GK"," 189"
" Liam Noble"," Right"," M"," 173"
" Andrea Seculin"," Right"," GK"," 185"
" Thibaut Van Acker"," Right"," M"," 183"
" Corben Bone"," Left"," M"," 175"
" Teal Bunbury"," Right"," A"," 188"
" Tony Tchani"," Right"," M"," 193"
" Andrew Wiedeman"," Right"," D"," 180"
" Andre Akpan"," Right"," A"," 185"
" Nicky Hofs"," Right"," M"," 170"
" Austin da Luz"," Left"," M"," 178"
" Jordan Ayew"," Left"," A"," 182"
" Pape Abdou Camara"," Right"," M"," 188"
" Gerardo Bruna"," Left"," M"," 175"
" Conor McAleny"," Right"," A"," 172"
" Jacopo Sala"," Right"," M"," 183"
" Isco"," Right"," M"," 175"
" Diego Fabbrini"," Right"," A"," 181"
" Giulio Donati"," Right"," D"," 178"
" Jonas Martin"," Right"," M"," 182"
" Blair Gavin"," Right"," M"," 183"
" Zach Loyd"," Right"," D"," 175"
" Dedryck Boyata"," Left"," D"," 187"
" Juninho"," Right"," M"," 170"
" Leonardo"," Right"," D"," 188"
" Serge Nyuiadzi"," Right"," A"," 178"
" Serge Aurier"," Right"," D"," 182"
" Danny Mwanga"," Right"," A"," 188"
" Cedric Mabwati"," Right"," A"," 167"
" Adam Straith"," Right"," D"," 188"
" Shaun Jeffers"," Right"," A"," 185"
" Pajtim Kasami"," Left"," M"," 187"
" Bogdan Müller"," Right"," A"," 184"
" Amobi Okugo"," Right"," M"," 183"
" Brian Perk"," Right"," GK"," 180"
" Marcus Haber"," Right"," A"," 191"
" Lorenzo Crisetig"," Left"," M"," 183"
" Llorente"," Right"," M"," 175"
" Fofo"," Right"," A"," 182"
" Tom Bender"," Left"," D"," 191"
" Steven Swinglehurst"," Left"," D"," 178"
" Pizzi"," Right"," A"," 172"
" Callum Ball"," Left"," A"," 185"
" Denis Alibec"," Right"," A"," 180"
" Alexander Aschauer"," Right"," A"," 190"
" Phil Walsh"," Right"," A"," 191"
" George Francomb"," Right"," D"," 180"
" Josh Dawkin"," Right"," M"," 175"
" Justin Morrow"," Left"," D"," 173"
" Jens Toornstra"," Right"," M"," 178"
" Eric Alexander"," Right"," M"," 185"
" Mattia Perin"," Right"," GK"," 188"
" Truyols"," Right"," D"," 179"
" Kevin"," Left"," D"," 177"
" Bright Dike"," Right"," A"," 185"
" Esteban Alvarado"," Left"," GK"," 193"
" Ben Zemanski"," Right"," M"," 180"
" Steven Kinney"," Right"," D"," 183"
" Ekhi"," Right"," D"," 185"
" Manuel Giandonato"," Right"," M"," 188"
" Aaron Martin"," Right"," D"," 190"
" Aymen Abdennour"," Left"," D"," 187"
" Patrick Herrmann"," Right"," M"," 179"
" Kévin Malaga"," Right"," D"," 189"
" Collen Warner"," Right"," M"," 178"
" Dominik Stahl"," Right"," M"," 182"
" Michael Blum"," Left"," M"," 189"
" Matthias Cuntz"," Right"," M"," 184"
" Marco Höger"," Right"," M"," 186"
" Moritz Nebel"," Right"," M"," 178"
" Josufa Guilavogui"," Right"," M"," 192"
" Amara Kallé"," Right"," D"," 184"
" Celso Ortiz"," Left"," M"," 175"
" Leandro Bacuna"," Right"," M"," 187"
" Rogelio Funes Mori"," Right"," A"," 185"
" Onur Ayik"," Right"," M"," 180"
" Mark van der Maarel"," Right"," D"," 177"
" Ismo Vorstermans"," Right"," D"," 185"
" Shaun Francis"," Left"," D"," 183"
" Emre Turan"," Right"," D"," 185"
" Ross LaBauex"," Right"," M"," 175"
" Luc Castaignos"," Right"," A"," 187"
" Stefan de Vrij"," Right"," D"," 188"
" Bart Schenkeveld"," Right"," D"," 184"
" Greg Cunningham"," Left"," D"," 183"
" Róbert Mak"," Right"," A"," 179"
" Daniel Williams"," Right"," D"," 182"
" Petar Slišković"," Right"," A"," 193"
" Pierre-Michel Lasogga"," Right"," A"," 189"
" Jordi Amat"," Right"," D"," 183"
" Benjamin Stambouli"," Right"," D"," 180"
" Philipp Wollscheid"," Right"," D"," 194"
" Leandro Damião"," Right"," A"," 187"
" Korede Aiyegbusi"," Right"," D"," 165"
" Raffaele Maiello"," Right"," M"," 177"
" Jon Taylor"," Right"," M"," 180"
" Zsolt Korcsmár"," Right"," D"," 190"
" Bedoya"," Left"," M"," 174"
" Zack Schilawski"," Right"," A"," 178"
" Seth Sinovic"," Right"," D"," 178"
" Zak Boggs"," Right"," M"," 185"
" Tim Ream"," Left"," D"," 185"
" Michael Uchebo"," Right"," A"," 194"
" Alexander Emenike"," Left"," D"," 185"
" Jake Jervis"," Right"," A"," 191"
" Chris Schuler"," Right"," D"," 193"
" David Estrada"," Right"," A"," 173"
" Mike Seamon"," Right"," M"," 185"
" Lee Nicholls"," Right"," GK"," 180"
" Steven Beitashour"," Right"," D"," 178"
" Sergey Chepchugov"," Right"," GK"," 185"
" Joseph Nane"," Right"," M"," 188"
" Stéphane Grichting"," Left"," D"," 186"
" Kyle Nakazawa"," Right"," M"," 180"
" Rodrigo"," Left"," A"," 180"
" Ivan Franjić"," Right"," D"," 180"
" Matěj Vydra"," Right"," A"," 180"
" Daniele Mori"," Right"," D"," 190"
" Franco Jara"," Right"," A"," 179"
" Mathias Autret"," Left"," M"," 179"
" Stefan Bell"," Right"," D"," 192"
" Johannes Focher"," Right"," GK"," 197"
" Gordon Smith"," Left"," A"," 183"
" Scott Robinson"," Right"," A"," 168"
" George Miller"," Right"," M"," 180"
" Liam Palmer"," Right"," M"," 180"
" George Thorne"," Right"," M"," 188"
" Sebastián Dubarbier"," Left"," M"," 179"
" Alexander Kacaniklic"," Left"," M"," 178"
" Stephen Husband"," Right"," M"," 180"
" Gonzalo Castellani"," Right"," M"," 183"
" Tom Bradshaw"," Right"," A"," 178"
" Teddy Mézague"," Right"," D"," 185"
" Dean Zambra"," Right"," M"," 177"
" Mark Connolly"," Right"," D"," 185"
" Eoghan Osborne"," Left"," D"," 180"
" Nathan Murphy"," Left"," D"," 179"
" Bjørn Paulsen"," Right"," A"," 190"
" Aaron Greene"," Left"," A"," 180"
" Anthony Ujah"," Right"," A"," 183"
" Serigne Kara"," Right"," M"," 192"
" Jorge Enríquez"," Right"," M"," 189"
" Paolo Dametto"," Right"," D"," 178"
" Chris Lewington"," Right"," GK"," 178"
" Rodri"," Right"," A"," 174"
" Wellington Silva"," Right"," A"," 170"
" Oliver Buff"," Right"," M"," 176"
" Zakaria Labyad"," Right"," A"," 170"
" Kenneth Zohore"," Left"," A"," 195"
" Francisco Navas Cobo"," Right"," M"," 178"
" Florentin Pogba"," Left"," D"," 187"
" Keanu Marsh-Brown"," Right"," M"," 178"
" Chris Hackett"," Right"," M"," 183"
" Roger Torres"," Left"," M"," 167"
" Dean Parrett"," Right"," M"," 178"
" Josh McEachran"," Left"," M"," 178"
" Andy Najar"," Right"," M"," 170"
" James Rodríguez"," Left"," A"," 180"
" Wilfried Zaha"," Right"," A"," 180"
" Daniel Cappelletti"," Right"," D"," 180"
" Richmond Boakye"," Right"," A"," 185"
" Oguzhan Kefkir"," Left"," A"," 175"
" Dean Whitehead"," Right"," M"," 183"
" Saphir Taïder"," Right"," M"," 180"
" Jonathan Williams"," Right"," M"," 173"
" Thomas Wils"," Right"," M"," 185"
" Alex Oxlade-Chamberlain"," Right"," M"," 180"
" Bailey Wright"," Right"," D"," 175"
" Pierre Bouby"," Left"," D"," 185"
" Kévin Bérigaud"," Right"," A"," 178"
" Mark Cullen"," Right"," A"," 175"
" Thanos Petsos"," Right"," M"," 184"
" Christopher Avevor"," Right"," D"," 184"
" Andrea De Vito"," Left"," D"," 179"
" Nampalys Mendy"," Right"," M"," 174"
" João Silva"," Right"," A"," 189"
" Daylon Claasen"," Right"," M"," 176"
" Fabricio"," Right"," D"," 184"
" Michel"," Right"," M"," 180"
" Conor Clifford"," Right"," M"," 182"
" Grant Hanley"," Left"," D"," 188"
" Jordan Mustoe"," Left"," D"," 180"
" Nico Klotz"," Right"," M"," 173"
" Pierre le Beau"," Right"," D"," 186"
" Jan Hochscheidt"," Right"," M"," 179"
" Marc Hensel"," Right"," M"," 188"
" Patrick Sonntag"," Right"," A"," 184"
" Alban Ramaj"," Right"," A"," 180"
" Shane O'Connor"," Right"," D"," 178"
" Mark Griffin"," Right"," A"," 178"
" Johnny Breen"," Right"," A"," 181"
" Danilo D'Ambrosio"," Right"," D"," 185"
" Kévin Malcuit"," Right"," A"," 182"
" Cédric Bakambu"," Right"," A"," 180"
" Valerón"," Right"," M"," 180"
" Jonathan Mensah"," Right"," D"," 188"
" Christopher Quiring"," Right"," M"," 172"
" Paul Murphy"," Right"," GK"," 183"
" Anthony Flood"," Right"," A"," 191"
" Sam Gallagher"," Left"," D"," 181"
" Trent Sainsbury"," Right"," D"," 178"
" Gerard Barron"," Right"," GK"," 191"
" Mark McGinlay"," Right"," GK"," 191"
" Sean Harding"," Right"," D"," 178"
" Ciaran Nangle"," Left"," D"," 173"
" Paul Corry"," Left"," M"," 188"
" Peter McMahon"," Right"," M"," 179"
" David McMillan"," Right"," A"," 180"
" Ciaran Kilduff"," Right"," A"," 193"
" Graham Rusk"," Right"," A"," 179"
" Michael Leahy"," Right"," D"," 185"
" Keith Ward"," Left"," M"," 178"
" Sean Houston"," Left"," D"," 179"
" Danny Fallon"," Right"," M"," 183"
" Jack Robinson"," Left"," D"," 168"
" Georgios Tzavellas"," Left"," D"," 183"
" Vincent Aboubakar"," Right"," A"," 184"
" Andy Drury"," Right"," A"," 180"
" Lacina Traoré"," Left"," A"," 203"
" Andy Halliday"," Left"," A"," 173"
" Matt Smith"," Right"," D"," 180"
" Juan Manuel Iturbe"," Left"," A"," 170"
" Dejan Lekić"," Right"," A"," 193"
" Luke Brattan"," Right"," M"," 175"
" Kevin Wattamaleo"," Right"," M"," 175"
" Oh Jae Suk"," Right"," D"," 178"
" Roland Bergkamp"," Right"," A"," 191"
" Kamohelo Mokotjo"," Right"," M"," 174"
" Ross Barkley"," Right"," M"," 188"
" Jonathan Delaplace"," Right"," M"," 167"
" Tommy Amphlett"," Right"," A"," 173"
" Raphael Martinho"," Left"," M"," 183"
" Zvonko Pamić"," Right"," M"," 184"
" Jens Wissing"," Left"," D"," 183"
" Kim Min Sik"," Right"," GK"," 187"
" Kim Tae Hwan"," Right"," A"," 177"
" Jo Jae Cheol"," Right"," M"," 176"
" Kang Sung Kwan"," Right"," GK"," 184"
" Yun Young Sun"," Right"," D"," 185"
" Jang Suk Won"," Right"," D"," 184"
" Park Sang Hee"," Right"," M"," 180"
" Halil Savran"," Right"," A"," 181"
" Kim Kyo Bin"," Right"," GK"," 193"
" Kang Jin Kyu"," Right"," M"," 175"
" Kim Young Wook"," Right"," M"," 177"
" Lee Seung Hee"," Right"," M"," 184"
" Moise Bambara"," Right"," D"," 185"
" Eric Tié Bi"," Right"," M"," 189"
" David Meza Colli"," Right"," M"," 179"
" Choi Ho Jung"," Right"," M"," 182"
" Hwang Il Su"," Right"," M"," 173"
" Santos"," Right"," A"," 165"
" Danilo"," Right"," M"," 184"
" Jeon Sang Wook"," Right"," GK"," 191"
" Lee Hyun Woong"," Right"," M"," 175"
" Alexandru Ioniţă"," Right"," A"," 185"
" Samil Cinaz"," Right"," M"," 187"
" Bryan Linssen"," Right"," M"," 170"
" Tobias Kempe"," Right"," M"," 184"
" Carlo Evertz"," Right"," M"," 178"
" Gary Burke"," Left"," A"," 174"
" Ibai Gómez"," Right"," A"," 179"
" Yannick Rymenants"," Left"," A"," 178"
" Dušan Tadić"," Left"," M"," 181"
" Adli Lachheb"," Right"," D"," 194"
" Diogo Ferreira"," Right"," M"," 179"
" Petar Franjic"," Right"," D"," 185"
" Neil Harney"," Right"," D"," 180"
" Lee Dixon"," Right"," M"," 178"
" Stephen Traynor"," Right"," M"," 184"
" Robbie Sinclair"," Right"," A"," 178"
" Kanu"," Right"," D"," 188"
" Willi Evseev"," Left"," M"," 176"
" Boné Uaferro"," Right"," D"," 191"
" Nico"," Right"," M"," 174"
" Joselu"," Right"," A"," 180"
" Piero Mingoia"," Right"," M"," 180"
" Deniz Herber"," Right"," A"," 182"
" Rubén Garcés"," Right"," D"," 180"
" Nick Proschwitz"," Right"," A"," 192"
" Balázs Megyeri"," Right"," GK"," 188"
" Ricky van Haaren"," Right"," M"," 172"
" Shabir Isoufi"," Right"," M"," 168"
" Damiano Zanon"," Right"," D"," 177"
" Marco Verratti"," Right"," M"," 165"
" Andréa Fileccia"," Right"," A"," 194"
" Nolito"," Right"," M"," 174"
" Ilie"," Right"," M"," 181"
" Sergi Roberto"," Right"," M"," 177"
" Miquel Nelom"," Left"," D"," 174"
" Kostas Lamprou"," Left"," GK"," 180"
" Jordi Masip"," Right"," GK"," 177"
" Connor Goldson"," Right"," D"," 191"
" Maikel Kieftenbeld"," Right"," M"," 179"
" Kaj Ramsteijn"," Right"," D"," 194"
" John Guidetti"," Right"," A"," 185"
" Víctor Andrés"," Right"," M"," 176"
" Glynor Plet"," Right"," A"," 194"
" Michael Arnold"," Right"," GK"," 187"
" Dominic Rau"," Right"," D"," 187"
" Rémy Amieux"," Left"," D"," 173"
" Harry Pell"," Right"," M"," 188"
" Andy Rafferty"," Right"," GK"," 178"
" Paul Johnson"," Right"," D"," 185"
" Matthew Lowton"," Right"," D"," 180"
" Jerson Cabral"," Left"," A"," 177"
" Fernando Canesín"," Right"," M"," 176"
" Bernhard Janeczek"," Right"," D"," 185"
" Franco Arizala"," Right"," A"," 182"
" Florent Cuvelier"," Right"," M"," 182"
" Mark Molesley"," Right"," M"," 185"
" Almog Cohen"," Right"," M"," 169"
" Hiram Mier"," Right"," D"," 179"
" René Sterckx"," Right"," M"," 179"
" Aurtenetxe"," Left"," D"," 182"
" Wilson Eduardo"," Right"," A"," 176"
" Josué"," Left"," M"," 172"
" Chula"," Right"," A"," 171"
" Collin Quaner"," Left"," A"," 190"
" Raphaël Nuzzolo"," Left"," M"," 175"
" Xavi Annunziata"," Right"," M"," 178"
" Frank Demouge"," Right"," A"," 190"
" Marco van Ginkel"," Right"," M"," 180"
" Matthias Maak"," Right"," M"," 191"
" René Felix"," Right"," A"," 179"
" Marcel Lenz"," Right"," GK"," 187"
" Luca Caldirola"," Left"," D"," 189"
" Roland Müller"," Right"," GK"," 180"
" André Hoffmann"," Right"," D"," 188"
" Maurice Exslager"," Right"," A"," 178"
" Maximilian Karner"," Right"," D"," 187"
" Burakcan Kunt"," Right"," M"," 181"
" Daniel Batz"," Right"," GK"," 189"
" Dalmau"," Right"," D"," 185"
" James Meyer"," Right"," M"," 178"
" Nick Kalmar"," Right"," M"," 190"
" Ryan Allsop"," Right"," GK"," 189"
" Sam Mantom"," Right"," M"," 175"
" Kayleden Brown"," Left"," M"," 185"
" Yaya Soumahoro"," Left"," A"," 176"
" Filippo Boniperti"," Right"," A"," 180"
" Timor"," Left"," M"," 185"
" Rouven Sattelmaier"," Right"," GK"," 186"
" Sebastian Neumann"," Left"," D"," 188"
" Lars Unnerstall"," Right"," GK"," 198"
" Emmanuel Emenike"," Right"," A"," 182"
" Francesco Acerbi"," Left"," D"," 192"
" Pedro Moreira"," Right"," M"," 182"
" Nicolai Jørgensen"," Right"," A"," 190"
" Pietro Perdichizzi"," Left"," D"," 182"
" Marco Königs"," Right"," A"," 189"
" Kingsley Onuegbu"," Right"," A"," 191"
" Stefan Kolb"," Right"," A"," 183"
" David Jansen"," Right"," A"," 192"
" Nicolas Höfler"," Right"," M"," 181"
" Georgiy Iluridze"," Left"," A"," 180"
" Kamil Agalarov"," Right"," D"," 178"
" Jonathan Cosgrove"," Right"," A"," 181"
" Richard Peniket"," Right"," A"," 191"
" Jesse Joronen"," Right"," GK"," 182"
" Sonny Kittel"," Right"," M"," 178"
" Allan"," Right"," M"," 173"
" Lewis Dunk"," Right"," D"," 192"
" Derek Prendergast"," Right"," D"," 188"
" Adam Mitchell"," Right"," D"," 180"
" Jamie Paterson"," Right"," A"," 175"
" Christopher Sommerer"," Right"," GK"," 187"
" Jasper Cillessen"," Right"," GK"," 187"
" Giovanni Pasquale"," Left"," D"," 182"
" Pedro Obiang"," Right"," M"," 185"
" Pablo Pintos"," Right"," D"," 182"
" Colin Coosemans"," Left"," GK"," 185"
" Andrew Tutte"," Right"," M"," 180"
" Laurent Henkinet"," Right"," GK"," 189"
" Youri Loen"," Left"," M"," 177"
" Dammyano Grootfaam"," Right"," D"," 182"
" Cayfano Latupeirissa"," Left"," A"," 172"
" Magomed Ozdoev"," Right"," M"," 184"
" Murad Kurbanov"," Right"," D"," 174"
" Sharif Muhammad"," Right"," M"," 184"
" Magomed Mirzabekov"," Right"," M"," 168"
" Shamil Mirzaev"," Right"," A"," 175"
" Paulinho"," Left"," D"," 180"
" Heung-Min Son"," Left"," A"," 183"
" Aras Özbiliz"," Left"," A"," 175"
" Roly Bonevacia"," Right"," M"," 174"
" Nicolai Boilesen"," Left"," D"," 185"
" Shane Sutherland"," Right"," A"," 185"
" Nacho Zabal"," Right"," GK"," 195"
" Robbie Benson"," Left"," A"," 178"
" Tufan Tosunoğlu"," Right"," A"," 180"
" Adama Touré"," Right"," M"," 180"
" Adrien Saussez"," Right"," GK"," 182"
" Matthieu Debisschop"," Right"," M"," 179"
" Thomas Azevedo"," Right"," M"," 172"
" Jens Naessens"," Right"," A"," 187"
" Giliano Wijnaldum"," Left"," D"," 181"
" Sam Deering"," Right"," M"," 165"
" Alan Patrick"," Right"," M"," 177"
" Michael Esser"," Right"," GK"," 198"
" Philip Semlits"," Right"," D"," 180"
" Sebastian Rode"," Right"," M"," 179"
" Adam Maher"," Right"," M"," 174"
" Roland Alberg"," Left"," M"," 180"
" Ali Messaoud"," Right"," M"," 183"
" Mitchell te Vrede"," Right"," A"," 191"
" Pavel Verstraete"," Left"," D"," 196"
" Jasper Otte"," Right"," GK"," 182"
" Jean Carlos Solórzano"," Right"," A"," 180"
" Jules Reimerink"," Right"," M"," 185"
" Michael Schimpelsberger"," Right"," D"," 181"
" David Cawley"," Right"," M"," 178"
" Salomão"," Left"," A"," 176"
" Frantisek Kubik"," Left"," M"," 179"
" Santiago García"," Left"," D"," 191"
" Kelvin Mellor"," Right"," D"," 188"
" Jason Lowe"," Right"," M"," 176"
" Nicholas Ross"," Right"," M"," 175"
" Cristian Tello"," Right"," A"," 178"
" Timo Horn"," Right"," GK"," 190"
" Daniel Schwabke"," Left"," GK"," 192"
" Mark Uth"," Left"," A"," 185"
" Ben Coker"," Left"," D"," 180"
" Thomas Bergmann"," Right"," M"," 174"
" Behnam Tayebi"," Right"," M"," 175"
" Hirofumi Moriyasu"," Right"," M"," 175"
" Nikolas Proesmans"," Right"," M"," 178"
" Benji Commers"," Left"," D"," 181"
" Vujadin Savić"," Right"," D"," 193"
" Giorgos Ioannidis"," Left"," D"," 173"
" Alastair Taylor"," Right"," M"," 185"
" Gregor Breinburg"," Left"," M"," 170"
" Ted van de Pavert"," Left"," D"," 190"
" Leon Broekhof"," Left"," D"," 189"
" Dimitri Hairemans"," Right"," D"," 182"
" Jordy van de Kracht"," Right"," GK"," 180"
" Ties Evers"," Right"," D"," 180"
" Jochem Jansen"," Right"," D"," 175"
" Lee Lucas"," Right"," M"," 180"
" Sergej Schmik"," Right"," D"," 179"
" Marcelo Silva"," Right"," D"," 185"
" Ben Gibson"," Right"," D"," 182"
" Cameron Park"," Left"," M"," 179"
" Bruno Pilatos"," Right"," M"," 182"
" Luke Williams"," Right"," A"," 185"
" Ibrahima Conté"," Right"," A"," 174"
" Zaccharia M'Sila"," Left"," M"," 177"
" Anmar Almubaraki"," Right"," A"," 173"
" Nick Hengelman"," Right"," GK"," 186"
" Ben Rienstra"," Right"," D"," 182"
" Mike te Wierik"," Right"," D"," 191"
" Graham Kelly"," Right"," M"," 171"
" Gialunca Nicco"," Right"," M"," 183"
" Lukas Hinterseer"," Right"," A"," 192"
" Luis Pedro Cavanda"," Right"," D"," 185"
" James Severn"," Right"," GK"," 184"
" Billy Bodin"," Left"," A"," 180"
" Jérémy Hélan"," Left"," M"," 183"
" Barry Douglas"," Left"," D"," 178"
" Camilo"," Right"," A"," 170"
" Darren McGregor"," Right"," D"," 183"
" Tim Melia"," Right"," GK"," 185"
" Vitus Eicher"," Right"," GK"," 190"
" Lukas Rupp"," Right"," M"," 179"
" Stefan Müller"," Right"," D"," 191"
" Steven Skrzybski"," Right"," A"," 173"
" Philip Malinowski"," Right"," M"," 182"
" Maurice Trapp"," Left"," D"," 191"
" Milan Lalkovič"," Right"," A"," 171"
" Marko Mitrovic"," Right"," A"," 186"
" Higón"," Right"," M"," 173"
" Stephen Doyle"," Right"," M"," 175"
" David O'Connor"," Left"," D"," 183"
" Osman Chávez"," Right"," D"," 187"
" Carles Planas"," Left"," D"," 180"
" Thomas Ince"," Left"," A"," 178"
" Sam Walker"," Right"," GK"," 197"
" Nacer Chadli"," Right"," A"," 187"
" Kristof D'Haene"," Left"," A"," 171"
" Brecht Van der Beke"," Right"," M"," 179"
" Karel Van Roose"," Right"," M"," 186"
" Terry Antonis"," Right"," M"," 178"
" Nico Schulz"," Left"," M"," 180"
" Giannis Maniatis"," Right"," D"," 175"
" Dominic Knowles"," Right"," A"," 177"
" Lee Jae Kwon"," Right"," M"," 176"
" Nam Jun Jae"," Right"," A"," 183"
" Kang Soo Il"," Right"," A"," 183"
" Lee Chi Joon"," Right"," D"," 173"
" Jeong Ho Jeong"," Right"," D"," 180"
" Park Sang Jin"," Right"," D"," 170"
" Ha Jung Hun"," Right"," A"," 178"
" Kim Jung Joo"," Right"," M"," 170"
" Lee Jong Chan"," Right"," D"," 176"
" Erlend Hanstveit"," Left"," D"," 189"
" Kim Won Il"," Right"," D"," 185"
" Lee Yong"," Right"," D"," 180"
" Lee Jae Myeong"," Right"," D"," 180"
" Jung Dae Sun"," Right"," A"," 178"
" Kim Jee Woong"," Right"," A"," 176"
" Kim Hyoung Pil"," Right"," A"," 175"
" Péter Czvitkovics"," Right"," M"," 180"
" Hwang Do Yeon"," Right"," D"," 183"
" Lee Hyun Ho"," Right"," A"," 170"
" Han Jae Man"," Right"," A"," 178"
" Park Jong Woo"," Right"," M"," 180"
" Ha Sung Min"," Right"," M"," 184"
" Choo Sung Ho"," Right"," D"," 181"
" Lee Hea Kang"," Right"," D"," 178"
" Kim In Han"," Right"," A"," 180"
" Kim Jin Hyun"," Right"," M"," 177"
" Yoon Bit Ga Ram"," Right"," M"," 178"
" An Sung Bin"," Right"," A"," 178"
" Jorge Mosquera"," Right"," A"," 176"
" Marcelo Cañete"," Right"," M"," 179"
" Christoph Schindler"," Right"," D"," 188"
" Daniel Hofstetter"," Right"," D"," 184"
" Markus Ziereis"," Left"," A"," 185"
" Kevin Volland"," Left"," A"," 179"
" Antonio Santurro"," Right"," GK"," 190"
" James Forrest"," Right"," A"," 170"
" Josip Iličić"," Left"," A"," 190"
" Rok Kronaveter"," Right"," M"," 187"
" Ruben Luna"," Right"," A"," 183"
" Moises Hernandez"," Left"," D"," 185"
" Ross Worner"," Left"," GK"," 185"
" Lee Kyoung Youl"," Right"," D"," 187"
" Alexander Merkel"," Right"," M"," 177"
" Giacomo Beretta"," Right"," A"," 185"
" Nnamdi Oduamadi"," Right"," M"," 175"
" Hallam Hope"," Left"," A"," 179"
