" Shirt Name"," Date of Birth"," Last Name"," First Name"," FIFA Display Name","Country"," Height"," #"," Position"," Club"," Club Country"
" SANTANA"," 19 Oct 1981"," SANTANA"," Jonathan"," Jonathan SANTANA","Paraguay"," 181"," 11"," Midfielder"," Wolfsburg"," GER"
" D. BARRETO"," 16 Jul 1981"," BARRETO CACERES"," Diego Daniel"," Diego BARRETO","Paraguay"," 182"," 12"," Goalkeeper"," Cerro Porteno"," PAR"
" VERA"," 10 Mar 1979"," VERA"," Enrique Daniel"," Enrique VERA","Paraguay"," 178"," 13"," Midfielder"," Liga de Quito"," ECU"
" DA SILVA"," 01 Feb 1980"," DA SILVA"," Paulo"," Paulo DA SILVA","Paraguay"," 184"," 14"," Defender"," Sunderland"," ENG"
" V. CACERES"," 25 Mar 1985"," CACERES"," Victor"," Victor CACERES","Paraguay"," 186"," 15"," Midfielder"," Libertad"," PAR"
" RIVEROS"," 16 Oct 1982"," RIVEROS"," Cristian"," Cristian RIVEROS","Paraguay"," 179"," 16"," Midfielder"," Cruz Azul"," MEX"
" TORRES"," 16 Jun 1982"," TORRES ROMAN"," Aureliano"," Aureliano TORRES","Paraguay"," 178"," 17"," Defender"," San Lorenzo"," ARG"
" H. VALDEZ"," 28 Nov 1983"," HAEDO VALDEZ"," Nelson Antonio"," Nelson VALDEZ","Paraguay"," 178"," 18"," Forward"," Borussia Dortmund"," GER"
" BARRIOS"," 13 Nov 1984"," BARRIOS CÁCERES"," Lucas Ramón"," Lucas BARRIOS","Paraguay"," 187"," 19"," Forward"," Borussia Dortmund"," GER"
" ORTIGOZA"," 07 Oct 1984"," ORTIGOZA"," Nestor Ezequiel"," Nestor ORTIGOZA","Paraguay"," 180"," 20"," Midfielder"," Argentinos Juniors"," ARG"
" ALCARAZ"," 30 Jul 1982"," ALCARAZ VIVEROS"," Antolin"," Antolin ALCARAZ","Paraguay"," 184"," 21"," Defender"," Club Brugge"," BEL"
" BOBADILLA"," 20 Apr 1976"," BOBADILLA"," Aldo Antonio"," Aldo BOBADILLA","Paraguay"," 192"," 22"," Goalkeeper"," Independiente Medellin"," COL"
" GAMARRA"," 10 Dec 1988"," GAMARRA"," Rodolfo"," Rodolfo GAMARRA","Paraguay"," 168"," 23"," Forward"," Libertad"," PAR"
" EDUARDO"," 19 Sep 1982"," REIS CARVALHO"," Eduardo"," EDUARDO","Portugal"," 187"," 1"," Goalkeeper"," Braga"," POR"
" BRUNO ALVES"," 27 Nov 1981"," REFUGE ALVES"," Bruno Eduardo"," BRUNO ALVES","Portugal"," 187"," 2"," Defender"," Porto"," POR"
" P. FERREIRA"," 18 Jan 1979"," REBOCHO FERREIRA"," Paulo Renato"," PAULO FERREIRA","Portugal"," 181"," 3"," Defender"," Chelsea"," ENG"
" ROLANDO"," 31 Aug 1985"," PIRES DA FONSECA"," Rolando Jorge"," ROLANDO","Portugal"," 189"," 4"," Defender"," Porto"," POR"
" DUDA"," 27 Jun 1980"," BARBOSA VALENTE"," Sergio Paulo"," DUDA","Portugal"," 175"," 5"," Defender"," Malaga"," ESP"
" R. CARVALHO"," 18 May 1978"," SILVEIRA DE CARVALHO"," Ricardo Alberto"," RICARDO CARVALHO","Portugal"," 183"," 6"," Defender"," Chelsea"," ENG"
" RONALDO"," 05 Feb 1985"," DOS SANTOS AVEIRO"," Cristiano Ronaldo"," CRISTIANO RONALDO","Portugal"," 185"," 7"," Forward"," Real Madrid"," ESP"
" P. MENDES"," 26 Feb 1979"," DA SILVA MENDES"," Pedro Miguel"," PEDRO MENDES","Portugal"," 177"," 8"," Midfielder"," Sporting Lisbon"," POR"
" LIEDSON"," 17 Dec 1977"," DA SILVA MUNIZ"," Liedson"," LIEDSON","Portugal"," 173"," 9"," Forward"," Sporting Lisbon"," POR"
" DANNY"," 07 Aug 1983"," ALVES GOMES"," Danny Miguel"," DANNY","Portugal"," 179"," 10"," Forward"," Zenit St Petersburg"," RUS"
" SIMÃO"," 31 Oct 1979"," DE FONSECA SABROSA"," Simao Pedro"," SIMAO","Portugal"," 170"," 11"," Forward"," Atletico Madrid"," ESP"
" BETO"," 01 May 1982"," BASTOS PIMPAREL"," Antonio Alberto"," BETO","Portugal"," 183"," 12"," Goalkeeper"," Porto"," POR"
" MIGUEL"," 04 Jan 1980"," BRITO GARCIA MONTEIRO"," Luis Miguel"," MIGUEL","Portugal"," 175"," 13"," Defender"," Valencia"," ESP"
" M. VELOSO"," 11 May 1986"," PINTO VELOSO"," Miguel Luis"," MIGUEL VELOSO","Portugal"," 181"," 14"," Midfielder"," Sporting Lisbon"," POR"
" PEPE"," 26 Feb 1983"," LIMA FERREIRA"," Kepler Laveran"," PEPE","Portugal"," 186"," 15"," Midfielder"," Real Madrid"," ESP"
" R. MEIRELES"," 17 Mar 1983"," TRINDADE MEIRELES"," Raul Jose"," RAUL MEIRELES","Portugal"," 179"," 16"," Midfielder"," Porto"," POR"
" NANI"," 17 Nov 1986"," ALMEIDA DA CUNHA"," Luís Carlos"," NANI","Portugal"," 175"," 17"," Forward"," Manchester Utd."," ENG"
" H. ALMEIDA"," 23 May 1984"," PEREIRA DE ALMEIDA"," Hugo Miguel"," HUGO ALMEIDA","Portugal"," 193"," 18"," Forward"," Werder Bremen"," GER"
" TIAGO"," 02 May 1981"," CARDOSO MENDES"," Tiago"," TIAGO","Portugal"," 183"," 19"," Midfielder"," Atletico Madrid"," ESP"
" DECO"," 27 Aug 1977"," DE SOUZA"," Anderson Luis"," DECO","Portugal"," 175"," 20"," Midfielder"," Chelsea"," ENG"
" R. COSTA"," 16 May 1981"," MOREIRA DA COSTA"," Ricardo Miguel"," RICARDO COSTA","Portugal"," 183"," 21"," Defender"," Lille"," FRA"
" D. FERNANDES"," 25 Sep 1983"," FERNANDES"," Daniel Marcio"," DANIEL FERNANDES","Portugal"," 194"," 22"," Goalkeeper"," Iraklis"," GRE"
" F. COENTRÃO"," 11 Mar 1988"," SILVA COENTRAO"," Fabio Alexandre"," FABIO COENTRAO","Portugal"," 181"," 23"," Defender"," Benfica"," POR"
" STOJKOVIĆ"," 28 Jul 1983"," STOJKOVIC"," Vladimir"," Vladimir STOJKOVIC","Serbia"," 195"," 1"," Goalkeeper"," Wigan"," ENG"
" RUKAVINA"," 26 Jan 1984"," RUKAVINA"," Antonio"," Antonio RUKAVINA","Serbia"," 177"," 2"," Defender"," Munich 1860"," GER"
" KOLAROV"," 10 Nov 1985"," KOLAROV"," Aleksandar"," Aleksandar KOLAROV","Serbia"," 187"," 3"," Defender"," Lazio"," ITA"
" KAČAR"," 26 Jan 1987"," KACAR"," Gojko"," Gojko KACAR","Serbia"," 185"," 4"," Midfielder"," Hertha Berlin"," GER"
" VIDIĆ"," 21 Oct 1981"," VIDIC"," Nemanja"," Nemanja VIDIC","Serbia"," 185"," 5"," Defender"," Manchester Utd."," ENG"
" IVANOVIĆ"," 22 Feb 1984"," IVANOVIC"," Branislav"," Branislav IVANOVIC","Serbia"," 188"," 6"," Defender"," Chelsea"," ENG"
" TOŠIĆ"," 28 Apr 1987"," TOŠIC"," Zoran"," Zoran TOSIC","Serbia"," 171"," 7"," Midfielder"," FC Cologne"," GER"
" LAZOVIĆ"," 17 May 1983"," LAZOVIC"," Danko"," Danko LAZOVIC","Serbia"," 185"," 8"," Forward"," Zenit St Petersburg"," RUS"
" PANTELIĆ"," 15 Sep 1978"," PANTELIC"," Marko"," Marko PANTELIC","Serbia"," 181"," 9"," Forward"," Ajax"," NED"
" STANKOVIĆ"," 11 Sep 1978"," STANKOVIC"," Dejan"," Dejan STANKOVIC","Serbia"," 181"," 10"," Midfielder"," Inter"," ITA"
" MILIJAŠ"," 30 Apr 1983"," MILIJAŠ"," Nenad"," Nenad MILIJAS","Serbia"," 182"," 11"," Midfielder"," Wolverhampton"," ENG"
" ISAILOVIĆ"," 25 Mar 1980"," ISAILOVIC"," Bojan"," Bojan ISAILOVIC","Serbia"," 192"," 12"," Goalkeeper"," Zaglebie Lubin"," POL"
" LUKOVIĆ"," 23 Oct 1982"," LUKOVIC"," Aleksandar"," Aleksandar LUKOVIC","Serbia"," 184"," 13"," Defender"," Udinese"," ITA"
" JOVANOVIĆ"," 18 Apr 1981"," JOVANOVIC"," Milan"," Milan JOVANOVIC","Serbia"," 183"," 14"," Midfielder"," Standard Liege"," BEL"
" ŽIGIĆ"," 25 Sep 1980"," ŽIGIC"," Nikola"," Nikola ZIGIC","Serbia"," 202"," 15"," Forward"," Valencia"," ESP"
" OBRADOVIĆ"," 25 Jul 1988"," OBRADOVIC"," Ivan"," Ivan OBRADOVIC","Serbia"," 181"," 16"," Defender"," Zaragoza"," ESP"
" KRASIĆ"," 01 Nov 1984"," KRASIC"," Miloš"," Milos KRASIC","Serbia"," 185"," 17"," Midfielder"," CSKA Moscow"," RUS"
" NINKOVIĆ"," 25 Dec 1984"," NINKOVIC"," Milos"," Milos NINKOVIC","Serbia"," 179"," 18"," Midfielder"," Dynamo Kyiv"," UKR"
" PETROVIĆ"," 08 Mar 1989"," PETROVIC"," Radosav"," Radosav PETROVIC","Serbia"," 193"," 19"," Midfielder"," Partizan"," SRB"
" SUBOTIĆ"," 10 Dec 1988"," SUBOTIC"," Neven"," Neven SUBOTIC","Serbia"," 193"," 20"," Defender"," Borussia Dortmund"," GER"
" MRDJA"," 23 Jan 1984"," MRDJA"," Dragan"," Dragan MRDJA","Serbia"," 187"," 21"," Forward"," Vojvodina Novi Sad"," SRB"
" KUZMANOVIĆ"," 22 Sep 1987"," KUZMANOVIC"," Zdravko"," Zdravko KUZMANOVIC","Serbia"," 187"," 22"," Midfielder"," VfB Stuttgart"," GER"
" ĐURIČIĆ"," 21 Nov 1980"," ÐJURICIC"," Andelko"," Andjelko DJURICIC","Serbia"," 194"," 23"," Goalkeeper"," Leiria"," POR"
" MUCHA"," 05 Dec 1982"," MUCHA"," Jan"," Jan MUCHA","Slovakia"," 189"," 1"," Goalkeeper"," Legia Warsaw"," POL"
" PEKARIK"," 30 Oct 1986"," PEKARIK"," Peter"," Peter PEKARIK","Slovakia"," 176"," 2"," Defender"," Wolfsburg"," GER"
" SKRTEL"," 15 Dec 1984"," SKRTEL"," Martin"," Martin SKRTEL","Slovakia"," 188"," 3"," Defender"," Liverpool"," ENG"
" CECH"," 26 Jan 1983"," CECH"," Marek"," Marek CECH","Slovakia"," 181"," 4"," Defender"," West Bromwich Albion"," ENG"
" ZABAVNIK"," 16 Sep 1980"," ZABAVNIK"," Radoslav"," Radoslav ZABAVNIK","Slovakia"," 180"," 5"," Defender"," Mainz 05"," GER"
" STRBA"," 09 Jun 1976"," STRBA"," Zdenko"," Zdenko STRBA","Slovakia"," 187"," 6"," Midfielder"," Xanthi"," GRE"
" WEISS"," 30 Nov 1989"," WEISS"," Vladimir"," Vladimir WEISS","Slovakia"," 176"," 7"," Midfielder"," Manchester City"," ENG"
" KOZAK"," 22 Apr 1980"," KOZAK"," Jan"," Jan KOZAK","Slovakia"," 192"," 8"," Midfielder"," Timisoara"," ROU"
" SESTAK"," 16 Dec 1982"," SESTAK"," Stanislav"," Stanislav SESTAK","Slovakia"," 178"," 9"," Forward"," Bochum"," GER"
" SAPARA"," 31 Jul 1982"," SAPARA"," Marek"," Marek SAPARA","Slovakia"," 176"," 10"," Midfielder"," Ankaragucu"," TUR"
" VITTEK"," 01 Apr 1982"," VITTEK"," Robert"," Robert VITTEK","Slovakia"," 188"," 11"," Forward"," Ankaragucu"," TUR"
" PERNIS"," 28 Nov 1984"," PERNIS"," Dusan"," Dusan PERNIS","Slovakia"," 190"," 12"," Goalkeeper"," Dundee Utd."," SCO"
" HOLOSKO"," 17 Jan 1984"," HOLOSKO"," Filip"," Filip HOLOSKO","Slovakia"," 186"," 13"," Forward"," Besiktas"," TUR"
" JAKUBKO"," 26 Feb 1980"," JAKUBKO"," Martin"," Martin JAKUBKO","Slovakia"," 193"," 14"," Forward"," FC Moscow"," RUS"
" STOCH"," 19 Oct 1989"," STOCH"," Miroslav"," Miroslav STOCH","Slovakia"," 168"," 15"," Midfielder"," Twente Enschede"," NED"
" DURICA"," 10 Dec 1981"," DURICA"," Jan"," Jan DURICA","Slovakia"," 187"," 16"," Defender"," Hannover 96"," GER"
" HAMSIK"," 27 Jul 1987"," HAMSIK"," Marek"," Marek HAMSIK","Slovakia"," 184"," 17"," Midfielder"," Napoli"," ITA"
" JENDRISEK"," 26 Oct 1986"," JENDRISEK"," Erik"," Erik JENDRISEK","Slovakia"," 176"," 18"," Forward"," Kaiserslautern"," GER"
" KUCKA"," 26 Feb 1987"," KUCKA"," Juraj"," Juraj KUCKA","Slovakia"," 186"," 19"," Midfielder"," Sparta Prague"," CZE"
" KOPUNEK"," 18 May 1984"," KOPUNEK"," Kamil"," Kamil KOPUNEK","Slovakia"," 180"," 20"," Midfielder"," Spartak Trnava"," SVK"
" SALATA"," 24 Jan 1985"," SALATA"," Kornel"," Kornel SALATA","Slovakia"," 190"," 21"," Defender"," Slovan Bratislava"," SVK"
" PETRAS"," 02 Nov 1979"," PETRAS"," Martin"," Martin PETRAS","Slovakia"," 187"," 22"," Defender"," Cesena"," ITA"
" KUCIAK"," 21 May 1985"," KUCIAK"," Dusan"," Dusan KUCIAK","Slovakia"," 195"," 23"," Goalkeeper"," Vaslui"," ROU"
" HANDANOVIĆ S."," 14 Jul 1984"," HANDANOVIC"," Samir"," Samir HANDANOVIC","Slovenia"," 193"," 1"," Goalkeeper"," Udinese"," ITA"
" BREČKO"," 01 May 1984"," BRECKO"," Mišo"," Miso BRECKO","Slovenia"," 172"," 2"," Defender"," FC Cologne"," GER"
" DŽINIĆ"," 25 Aug 1985"," DŽINIC"," Elvedin"," Elvedin DZINIC","Slovenia"," 189"," 3"," Defender"," Maribor"," SVN"
" ŠULER"," 09 Mar 1983"," ŠULER"," Marko"," Marko SULER","Slovenia"," 187"," 4"," Defender"," Gent"," BEL"
" CESAR"," 09 Jul 1982"," CESAR"," Boštjan"," Bostjan CESAR","Slovenia"," 190"," 5"," Defender"," Grenoble"," FRA"
" ILIĆ"," 06 Feb 1983"," ILIC"," Branko"," Branko ILIC","Slovenia"," 186"," 6"," Defender"," FC Moscow"," RUS"
" PEČNIK"," 03 Jan 1986"," PECNIK"," Nejc"," Nejc PECNIK","Slovenia"," 187"," 7"," Forward"," Nacional Madeira"," POR"
" KOREN"," 20 Sep 1980"," KOREN"," Robert"," Robert KOREN","Slovenia"," 173"," 8"," Midfielder"," West Bromwich Albion"," ENG"
" LJUBIJANKIĆ"," 15 Dec 1983"," LJUBIJANKIC"," Zlatan"," Zlatan LJUBIJANKIC","Slovenia"," 185"," 9"," Forward"," Gent"," BEL"
" BIRSA"," 07 Aug 1986"," BIRSA"," Valter"," Valter BIRSA","Slovenia"," 180"," 10"," Midfielder"," Auxerre"," FRA"
" NOVAKOVIĆ"," 18 May 1979"," NOVAKOVIC"," Milivoje"," Milivoje NOVAKOVIC","Slovenia"," 191"," 11"," Forward"," FC Cologne"," GER"
" HANDANOVIĆ J."," 28 Jan 1978"," HANDANOVIC"," Jasmin"," Jasmin HANDANOVIC","Slovenia"," 197"," 12"," Goalkeeper"," Mantova"," ITA"
" JOKIĆ"," 17 May 1986"," JOKIC"," Bojan"," Bojan JOKIC","Slovenia"," 171"," 13"," Defender"," Chievo"," ITA"
" DEDIĆ"," 05 Oct 1984"," DEDIC"," Zlatko"," Zlatko DEDIC","Slovenia"," 172"," 14"," Forward"," Bochum"," GER"
" KRHIN"," 21 May 1990"," KRHIN"," Rene"," Rene KRHIN","Slovenia"," 184"," 15"," Midfielder"," Inter"," ITA"
" ŠELIGA"," 01 Feb 1980"," ŠELIGA"," Aleksander"," Aleksander SELIGA","Slovenia"," 187"," 16"," Goalkeeper"," Sparta Rotterdam"," NED"
" KIRM"," 06 Sep 1984"," KIRM"," Andraz"," Andraz KIRM","Slovenia"," 185"," 17"," Midfielder"," Wisla Krakow"," POL"
" RADOSAVLJEVIĆ"," 25 Apr 1979"," RADOSAVLJEVIC"," Aleksandar"," Aleksandar RADOSAVLJEVIC","Slovenia"," 181"," 18"," Midfielder"," Larissa"," GRE"
" FILEKOVIĆ"," 16 Sep 1978"," FILEKOVIC"," Suad"," Suad FILEKOVIC","Slovenia"," 190"," 19"," Defender"," Maribor"," SVN"
" KOMAC"," 04 Dec 1979"," KOMAC"," Andrej"," Andrej KOMAC","Slovenia"," 170"," 20"," Midfielder"," Maccabi Tel-Aviv"," ISR"
" STEVANOVIĆ"," 27 Sep 1984"," STEVANOVIC"," Dalibor"," Dalibor STEVANOVIC","Slovenia"," 183"," 21"," Midfielder"," Vitesse Arnhem"," NED"
" MAVRIČ"," 29 Jan 1979"," ROŽIC MAVRIC"," Matej"," Matej MAVRIC","Slovenia"," 186"," 22"," Defender"," TuS Koblenz"," GER"
" MATAVŽ"," 13 Jan 1989"," MATAVŽ"," Tim"," Tim MATAVZ","Slovenia"," 190"," 23"," Forward"," Groningen"," NED"
" JOSEPHS"," 19 May 1980"," JOSEPHS"," Moneeb"," Moneeb JOSEPHS","South Africa"," 184"," 1"," Goalkeeper"," Orlando Pirates"," RSA"
" GAXA"," 06 Apr 1984"," GAXA"," Siboniso"," Siboniso GAXA","South Africa"," 178"," 2"," Defender"," Mamelodi Sundowns"," RSA"
" MASILELA"," 05 May 1985"," MASILELA"," Tsepo"," Tsepo MASILELA","South Africa"," 174"," 3"," Defender"," Maccabi Haifa"," ISR"
" MOKOENA"," 25 Nov 1980"," MOKOENA"," Teboho Aaron"," Aaron MOKOENA","South Africa"," 183"," 4"," Defender"," Portsmouth"," ENG"
" NGCONGCA"," 20 Oct 1987"," NGCONGCA"," Anele Calvin"," Anele NGCONGCA","South Africa"," 177"," 5"," Defender"," Racing Genk"," BEL"
" SIBAYA"," 25 Nov 1977"," SIBAYA"," Ntuthuko MacBeth-Mao"," MacBeth SIBAYA","South Africa"," 176"," 6"," Midfielder"," Rubin Kazan"," RUS"
" DAVIDS"," 11 Apr 1985"," DAVIDS"," Lance"," Lance DAVIDS","South Africa"," 171"," 7"," Midfielder"," Ajax Cape Town"," RSA"
" TSHABALALA"," 25 Sep 1984"," TSHABALALA"," Siphiwe"," Siphiwe TSHABALALA","South Africa"," 170"," 8"," Midfielder"," Kaizer Chiefs"," RSA"
" MPHELA"," 29 Nov 1984"," MPHELA"," Katlego"," Katlego MPHELA","South Africa"," 180"," 9"," Forward"," Mamelodi Sundowns"," RSA"
" PIENAAR"," 17 Mar 1982"," PIENAAR"," Steven Jerome"," Steven PIENAAR","South Africa"," 173"," 10"," Midfielder"," Everton"," ENG"
" MODISE"," 22 Dec 1982"," MODISE"," Teko"," Teko MODISE","South Africa"," 172"," 11"," Midfielder"," Orlando Pirates"," RSA"
" LETSHOLONYANE"," 09 Jun 1982"," LETSHOLONYANE"," Reneilwe"," Reneilwe LETSHOLONYANE","South Africa"," 173"," 12"," Midfielder"," Kaizer Chiefs"," RSA"
" DIKGACOI"," 24 Nov 1984"," DIKGACOI"," Kagisho"," Kagisho DIKGACOI","South Africa"," 180"," 13"," Midfielder"," Fulham"," ENG"
" BOOTH"," 14 Mar 1977"," BOOTH"," Matthew Paul"," Matthew BOOTH","South Africa"," 198"," 14"," Defender"," Mamelodi Sundowns"," RSA"
" THWALA"," 19 Oct 1981"," THWALA"," Lucas"," Lucas THWALA","South Africa"," 170"," 15"," Defender"," Orlando Pirates"," RSA"
" KHUNE"," 20 Jun 1987"," KHUNE"," Itumeleng"," Itumeleng KHUNE","South Africa"," 180"," 16"," Goalkeeper"," Kaizer Chiefs"," RSA"
" PARKER"," 16 Mar 1986"," PARKER"," Bernard Melvin"," Bernard PARKER","South Africa"," 172"," 17"," Forward"," Twente Enschede"," NED"
" NOMVETHE"," 02 Dec 1977"," NOMVETHE"," Siyabonga Eugene"," Siyabonga NOMVETHE","South Africa"," 173"," 18"," Forward"," Moroka Swallows"," RSA"
" MORIRI"," 20 Mar 1980"," MORIRI"," Surprise"," Surprise MORIRI","South Africa"," 173"," 19"," Midfielder"," Mamelodi Sundowns"," RSA"
" KHUMALO"," 06 Jan 1987"," KHUMALO"," Bongani"," Bongani KHUMALO","South Africa"," 184"," 20"," Defender"," SuperSport Utd."," RSA"
" SANGWENI"," 29 Sep 1981"," SANGWENI"," Siyabonga"," Siyabonga SANGWENI","South Africa"," 182"," 21"," Defender"," Golden Arrows"," RSA"
" WALTERS"," 26 Dec 1981"," WALTERS"," Shu-Aib"," Shu-Aib WALTERS","South Africa"," 188"," 22"," Goalkeeper"," Maritzburg Utd."," RSA"
" KHUBONI"," 23 May 1986"," KHUBONI"," Thanduyise"," Thanduyise KHUBONI","South Africa"," 181"," 23"," Midfielder"," Golden Arrows"," RSA"
" CASILLAS"," 20 May 1981"," CASILLAS FERNANDEZ"," Iker"," Iker CASILLAS","Spain"," 184"," 1"," Goalkeeper"," Real Madrid"," ESP"
" R.ALBIOL"," 04 Sep 1985"," ALBIOL TORTAJADA"," Raul"," Raul ALBIOL","Spain"," 187"," 2"," Defender"," Real Madrid"," ESP"
" PIQUÉ"," 02 Feb 1987"," PIQUE BERNABEU"," Gerard"," Gerard PIQUE","Spain"," 192"," 3"," Defender"," Barcelona"," ESP"
" C.MARCHENA"," 31 Jul 1979"," MARCHENA LOPEZ"," Carlos"," Carlos MARCHENA","Spain"," 182"," 4"," Defender"," Valencia"," ESP"
" PUYOL"," 13 Apr 1978"," PUYOL SAFORCADA"," Carlos"," Carles PUYOL","Spain"," 178"," 5"," Defender"," Barcelona"," ESP"
" A.INIESTA"," 11 May 1984"," INIESTA LUJAN"," Andres"," Andres INIESTA","Spain"," 170"," 6"," Midfielder"," Barcelona"," ESP"
" DAVID VILLA"," 03 Dec 1981"," VILLA SANCHEZ"," David"," David VILLA","Spain"," 175"," 7"," Forward"," Valencia"," ESP"
" XAVI"," 25 Jan 1980"," HERNANDEZ CREUS"," Xavier"," XAVI","Spain"," 170"," 8"," Midfielder"," Barcelona"," ESP"
" TORRES"," 20 Mar 1984"," TORRES SANZ"," Fernando José"," Fernando TORRES","Spain"," 181"," 9"," Forward"," Liverpool"," ENG"
" FABREGAS"," 04 May 1987"," FABREGAS SOLER"," Francesc"," Cesc FABREGAS","Spain"," 175"," 10"," Midfielder"," Arsenal"," ENG"
" CAPDEVILA"," 03 Feb 1978"," CAPDEVILA MENDEZ"," Joan"," Joan CAPDEVILA","Spain"," 182"," 11"," Defender"," Villarreal"," ESP"
" V.VALDES"," 14 Jan 1982"," VALDES ARRIBAS"," Victor"," Victor VALDES","Spain"," 183"," 12"," Goalkeeper"," Barcelona"," ESP"
" MATA"," 28 Apr 1988"," MATA GARCIA"," Juan Manuel"," Juan Manuel MATA","Spain"," 174"," 13"," Forward"," Valencia"," ESP"
" ALONSO"," 25 Nov 1981"," ALONSO OLANO"," Xabier"," XABI ALONSO","Spain"," 183"," 14"," Midfielder"," Real Madrid"," ESP"
" RAMOS"," 30 Mar 1986"," RAMOS GARCIA"," Sergio"," SERGIO RAMOS","Spain"," 183"," 15"," Defender"," Real Madrid"," ESP"
" SERGIO"," 16 Jul 1988"," BUSQUETS BURGOS"," Sergio"," Sergio BUSQUETS","Spain"," 189"," 16"," Midfielder"," Barcelona"," ESP"
" ARBELOA"," 17 Jan 1983"," ARBELOA COCA"," Alvaro"," Alvaro ARBELOA","Spain"," 184"," 17"," Defender"," Real Madrid"," ESP"
" PEDRO"," 28 Jul 1987"," RODRIGUE LEDESMA"," Pedro Eliezer"," PEDRO","Spain"," 169"," 18"," Forward"," Barcelona"," ESP"
" LLORENTE"," 26 Feb 1985"," LLORENTE TORRES"," Fernando Javier"," Fernando LLORENTE","Spain"," 194"," 19"," Forward"," Athletic Bilbao"," ESP"
" J.MARTINEZ"," 02 Sep 1988"," MARTINEZ AGUINAGA"," Javier"," Javier MARTINEZ","Spain"," 190"," 20"," Midfielder"," Athletic Bilbao"," ESP"
" SILVA"," 08 Jan 1986"," JIMENEZ SILVA"," David Josue"," DAVID SILVA","Spain"," 177"," 21"," Midfielder"," Valencia"," ESP"
" J.NAVAS"," 21 Nov 1985"," NAVAS GONZALEZ"," Jesus"," Jesus NAVAS","Spain"," 172"," 22"," Forward"," Sevilla FC"," ESP"
" REINA"," 31 Aug 1982"," REINA PAEZ"," José Manuel"," Pepe REINA","Spain"," 187"," 23"," Goalkeeper"," Liverpool"," ENG"
" BENAGLIO"," 08 Sep 1983"," BENAGLIO"," Diego"," Diego BENAGLIO","Switzerland"," 193"," 1"," Goalkeeper"," Wolfsburg"," GER"
" LICHTSTEINER"," 16 Jan 1984"," LICHTSTEINER"," Stephan"," Stephan LICHTSTEINER","Switzerland"," 180"," 2"," Defender"," Lazio"," ITA"
" MAGNIN"," 20 Apr 1979"," MAGNIN"," Ludovic"," Ludovic MAGNIN","Switzerland"," 186"," 3"," Defender"," FC Zurich"," SUI"
" SENDEROS"," 14 Feb 1985"," SENDEROS"," Philippe"," Philippe SENDEROS","Switzerland"," 190"," 4"," Defender"," Everton"," ENG"
" VON BERGEN"," 10 Jun 1983"," VON BERGEN"," Steve"," Steve VON BERGEN","Switzerland"," 183"," 5"," Defender"," Hertha Berlin"," GER"
" HUGGEL"," 07 Jul 1977"," HUGGEL"," Benjamin"," Benjamin HUGGEL","Switzerland"," 190"," 6"," Midfielder"," Basel"," SUI"
" BARNETTA"," 22 May 1985"," BARNETTA"," Tranquillo"," Tranquillo BARNETTA","Switzerland"," 178"," 7"," Midfielder"," Bayer Leverkusen"," GER"
" INLER"," 27 Jun 1984"," INLER"," Gokhan"," Gokhan INLER","Switzerland"," 183"," 8"," Midfielder"," Udinese"," ITA"
" FREI"," 15 Jul 1979"," FREI"," Alexander"," Alexander FREI","Switzerland"," 180"," 9"," Forward"," Basel"," SUI"
" NKUFO"," 25 May 1975"," NKUFO"," Blaise"," Blaise NKUFO","Switzerland"," 186"," 10"," Forward"," Twente Enschede"," NED"
" BEHRAMI"," 19 Apr 1985"," BEHRAMI"," Valon"," Valon BEHRAMI","Switzerland"," 184"," 11"," Midfielder"," West Ham Utd."," ENG"
" WÖLFLI"," 22 Aug 1982"," WÖLFLI"," Marco"," Marco WOELFLI","Switzerland"," 185"," 12"," Goalkeeper"," Young Boys"," SUI"
" GRICHTING"," 30 Mar 1979"," GRICHTING"," Stephane"," Stephane GRICHTING","Switzerland"," 186"," 13"," Defender"," Auxerre"," FRA"
" PADALINO"," 08 Dec 1983"," PADALINO"," Marco"," Marco PADALINO","Switzerland"," 177"," 14"," Midfielder"," Sampdoria"," ITA"
" YAKIN"," 22 Feb 1977"," YAKIN"," Hakan"," Hakan YAKIN","Switzerland"," 180"," 15"," Midfielder"," Lucerne"," SUI"
" FERNANDES"," 02 Sep 1986"," TAVARES FERNANDES"," Gelson"," Gelson FERNANDES","Switzerland"," 183"," 16"," Midfielder"," Saint-Etienne"," FRA"
" ZIEGLER"," 16 Jan 1986"," ZIEGLER"," Reto"," Reto ZIEGLER","Switzerland"," 183"," 17"," Defender"," Sampdoria"," ITA"
" BUNJAKU"," 29 Nov 1983"," BUNJAKU"," Albert"," Albert BUNJAKU","Switzerland"," 178"," 18"," Forward"," Nuremberg"," GER"
" DERDIYOK"," 12 Jun 1988"," DERDIYOK"," Eren"," Eren DERDIYOK","Switzerland"," 190"," 19"," Forward"," Bayer Leverkusen"," GER"
" SCHWEGLER"," 09 Mar 1987"," SCHWEGLER"," Pirmin"," Pirmin SCHWEGLER","Switzerland"," 178"," 20"," Midfielder"," Eintracht Frankfurt"," GER"
" LEONI"," 30 Jun 1984"," LEONI"," Johnny"," Johnny LEONI","Switzerland"," 189"," 21"," Goalkeeper"," FC Zurich"," SUI"
